repository_full_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc,archived,accessible,num_stars,num_forks,num_contributor,num_commit,Contributors,Stars,Commit,Size
mlcommons/tiny,,,,,,,,False,True,166.0,42.0,12.0,196.0,,,,
deepmipt/DeepPavlov,,,,,,,,False,True,5625.0,1012.0,66.0,2611.0,,,,
OCR-D/ocrd_keraslm,,,,,,,,False,True,5.0,6.0,4.0,103.0,,,,
deepgram/kur,,,,,,,,False,True,812.0,109.0,12.0,584.0,,,,
goeckslab/Galaxy-ML,,,,,,,,False,True,9.0,5.0,6.0,662.0,,,,
mindee/doctr,,,,,,,,False,True,616.0,94.0,12.0,571.0,,,,
wangqianwen0418/DNN-Genealogy,,,,,,,,False,True,19.0,4.0,3.0,395.0,,,,
awslabs/handwritten-text-recognition-for-apache-mxnet,,,,,,,,False,True,383.0,184.0,7.0,150.0,,,,
mli/new-docs,,,,,,,,True,True,12.0,17.0,15.0,422.0,,,,
smihir/gdml,,,,,,,,False,True,1.0,1.0,2.0,122.0,,,,
tmpaul06/dgl,,,,,,,,False,True,1.0,0.0,24.0,417.0,,,,
jeongukjae/tfds-korean,,,,,,,,True,True,20.0,2.0,2.0,137.0,,,,
i-Dare/Science4Fashion_ref,,,,,,,,False,True,1.0,0.0,3.0,204.0,,,,
zaidhassanch/PointerNetworks,,,,,,,,False,True,1.0,0.0,2.0,344.0,,,,
north-fern/ME-134,,,,,,,,False,True,1.0,1.0,2.0,250.0,,,,
Ceyron/machine-learning-and-simulation,,,,,,,,False,True,97.0,39.0,3.0,150.0,,,,
tensorflow/moonlight,,,,,,,,True,True,275.0,65.0,6.0,139.0,,,,
EKYoonD/StockHelper,,,,,,,,False,True,2.0,2.0,5.0,171.0,,,,
bigdata-3team/Sign-Language-Translator,,,,,,,,False,True,1.0,1.0,4.0,136.0,,,,
AlexanderMath/itf,,,,,,,,False,True,1.0,0.0,2.0,120.0,,,,
WorldCapital/tf-quant-finance,,,,,,,,False,True,1.0,0.0,27.0,602.0,,,,
ufal/neuralmonkey,,,,,,,,False,True,398.0,106.0,17.0,2831.0,,,,
HumanCompatibleAI/learning-from-human-preferences,,,,,,,,False,True,3.0,5.0,3.0,652.0,,,,
lzil/procedural-generalization,,,,,,,,False,True,3.0,2.0,3.0,207.0,,,,
umd-fire-coml/MultiSeg,,,,,,,,False,True,6.0,3.0,5.0,268.0,,,,
google-research/federated,,,,,,,,False,True,288.0,102.0,33.0,457.0,,,,
livey/scalable_maddpg,,,,,,,,False,True,43.0,11.0,2.0,164.0,,,,
Eleven-Z/tf-encrypted,,,,,,,,False,True,1.0,0.0,24.0,590.0,,,,
LuchnikovI/QGOpt,,,,,,,,False,True,35.0,3.0,4.0,368.0,,,,
deepdrive/deepdrive,,,,,,,,False,True,739.0,125.0,5.0,831.0,,,,
tariqdaouda/Spyrkle,,,,,,,,False,True,2.0,3.0,2.0,108.0,,,,
artyom-beilis/dlprimitives,,,,,,,,False,True,42.0,4.0,2.0,311.0,,,,
Jungjee/RawNet,,,,,,,,False,True,168.0,41.0,2.0,131.0,,,,
opendilab/DI-engine,,,,,,,,False,True,404.0,73.0,23.0,315.0,,,,
victoresque/pytorch-template,,,,,,,,False,True,3174.0,789.0,9.0,233.0,,,,
crs4/deep_framework,,,,,,,,False,True,4.0,0.0,2.0,392.0,,,,
ocropus/ocropus4,,,,,,,,False,True,11.0,5.0,2.0,560.0,,,,
joycex99/adversarial-training,,,,,,,,False,True,9.0,0.0,5.0,213.0,,,,
revbucket/geometric-certificates,,,,,,,,False,True,34.0,2.0,2.0,165.0,,,,
revbucket/mister_ed,,,,,,,,False,True,68.0,10.0,4.0,210.0,,,,
brightmart/text_classification,,,,,,,,False,True,7243.0,2569.0,11.0,318.0,,,,
D-X-Y/AutoDL-Projects,,,,,,,,False,True,1339.0,263.0,6.0,534.0,,,,
jcpeterson/cifar10-human-experiments,,,,,,,,False,True,2.0,1.0,2.0,327.0,,,,
mdhiebert/meta-minichess,,,,,,,,False,True,1.0,0.0,2.0,132.0,,,,
horovod/horovod,,,,,,,,False,True,12185.0,2020.0,142.0,1153.0,,,,
ncsu-landscape-dynamics/LAMP_assay_automation,,,,,,,,False,True,1.0,1.0,3.0,195.0,,,,
jkuck/BPNN,,,,,,,,False,True,8.0,2.0,2.0,185.0,,,,
matterport/Mask_RCNN,,,,,,,,False,True,21349.0,10586.0,203.0,42.0,,,,
chris-chris/pysc2-examples,,,,,,,,False,True,743.0,362.0,5.0,190.0,,,,
muammar/ml4chem,,,,,,,,False,True,77.0,14.0,2.0,432.0,,,,
ain-soph/trojanzoo,,,,,,,,False,True,128.0,32.0,7.0,1243.0,,,,
mlab-upenn/ISP2021-object_detection,,,,,,,,False,True,2.0,2.0,3.0,248.0,,,,
isi-nlp/rtg,,,,,,,,False,True,21.0,4.0,4.0,1179.0,,,,
PyTorchRL/pytorchrl,,,,,,,,False,True,15.0,2.0,3.0,787.0,,,,
pyro-ppl/pyro,,,,,,,,False,True,7322.0,895.0,111.0,2304.0,,,,
kiudee/cs-ranking,,,,,,,,False,True,59.0,14.0,4.0,853.0,,,,
hypnopump/rgn2-replica,,,,,,,,False,True,29.0,13.0,4.0,212.0,,,,
yangcyself/CS385ML,,,,,,,,False,True,2.0,2.0,3.0,232.0,,,,
cisco/mindmeld,,,,,,,,False,True,554.0,148.0,36.0,3176.0,,,,
Voice-Privacy-Challenge/Voice-Privacy-Challenge-2022,,,,,,,,False,True,11.0,3.0,7.0,393.0,,,,
nii-yamagishilab/project-NN-Pytorch-scripts,,,,,,,,False,True,135.0,26.0,2.0,226.0,,,,
nanoporetech/taiyaki,,,,,,,,True,True,102.0,39.0,10.0,768.0,,,,
NLESC-JCER/QMCTorch,,,,,,,,False,True,15.0,2.0,3.0,1070.0,,,,
pytorch/botorch,,,,,,,,False,True,2201.0,248.0,55.0,1096.0,,,,
statisticallyfit/PythonNeuralNetNLP,,,,,,,,False,True,2.0,0.0,2.0,655.0,,,,
speechbrain/speechbrain,,,,,,,,False,True,3760.0,698.0,81.0,5969.0,,,,
rbg-research/AI-Training,,,,,,,,False,True,1.0,16.0,14.0,160.0,,,,
fresher96/arabic-speech-commands,,,2019-01-28T10:52:52Z,Training framework for conditional imitation learning ,Python,,,False,True,,,,,10.0,208.0,167.0,4926.0
KyanChen/ClassificationFramework,,,2021-06-29T06:13:18Z,,Jupyter Notebook,,,False,True,,,,,2.0,2.0,534.0,425059.0
marcduby/MachineLearningPython,,,2021-09-10T23:43:24Z,Materials for my 2021 NYU class on NLP and ML Systems (Master of Engineering).,Jupyter Notebook,,,False,True,,,,,2.0,91.0,270.0,24281.0
hirune924/kaggle-PANDA,,,2019-09-26T20:42:39Z,PyTorch Implementations For A Series Of Deep Learning-Based Recommendation Models,Python,,,False,True,,,,,2.0,260.0,155.0,655968.0
richardtjornhammar/impetuous,,,2020-03-05T11:32:13Z,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,Python,,,False,True,,,,,30.0,1287.0,652.0,11449.0
zwrok/test01,,,2020-11-18T23:20:32Z,,JavaScript,,,False,True,,,,,2.0,3.0,258.0,40592.0
luisoala/non-iid-ssdl,,,2020-05-12T14:44:03Z,Track emissions from Compute and recommend ways to reduce their impact on the environment.,Jupyter Notebook,,,False,True,,,,,30.0,632.0,112.0,24893.0
BBQuercus/deepBlink,,,2021-04-16T14:55:28Z,"TorchFlare is a simple, beginner-friendly, and easy-to-use PyTorch Framework train your models effortlessly.",Python,,,False,True,,,,,7.0,84.0,524.0,18973.0
happpyosu/reflection-enhancement-gan,,,2013-07-26T15:13:23Z,Causal Dynamical Triangulations in C++ using CGAL,C++,,,False,True,,,,,7.0,55.0,146.0,114924.0
hust-wuwechao/mxnet_20191220,,,2019-11-16T09:32:39Z,A Pytorch Computer Vision template to quick start your next project! 🚀🚀,Jupyter Notebook,,,False,True,,,,,2.0,302.0,10474.0,28354.0
jglee087/AI-ImageCourse,,,2015-11-18T17:52:12Z,Neptune: Genomic Signature Discovery,Python,,,False,True,,,,,3.0,17.0,204.0,2717.0
mizunt1/gz,,,2020-09-14T23:09:07Z,A collection of Google research projects related to Federated Learning and Federated Analytics.,Python,,,False,True,,,,,30.0,512.0,587.0,3644.0
phac-nml/neptune,,,2022-05-02T20:23:17Z,Lightning HPO & Training Studio App,Python,,,False,True,,,,,17.0,15.0,295.0,13105.0
minerva-ml/minerva-training-materials,,,2018-06-04T14:51:36Z,,C++,,,True,True,,,,,4.0,2.0,103.0,42887.0
eric-erki/mlflow,,,2018-11-30T16:24:59Z,Knowledge base construction from raw scientific documents,Python,,,False,True,,,,,14.0,36.0,284.0,382712.0
THuix/bnn_bbb,,,2020-11-16T11:38:08Z,,Python,,,False,True,,,,,27.0,62.0,677.0,216558.0
bearsroom/mxnet-augmented,,,2020-01-31T12:32:19Z,Riemannian optimization for quantum technologies,Python,,,False,True,,,,,5.0,43.0,3536.0,11561.0
samuelsmal/drosophVAE,,,2022-02-15T10:51:47Z,HCMUS Team at SHREC22: Crack and Pothole Segmentation,Python,,,False,True,,,,,2.0,6.0,127.0,35880.0
khirotaka/enchanter,,,2019-05-15T01:53:30Z,"Re-Implementation of ""Image Inpainting for Irregular Holes using Partial Convolution""",Python,,,False,True,,,,,2.0,45.0,874.0,3246.0
microsoft/DeepSpeed,,,2022-09-11T16:39:45Z,NEW - YOLOv8 🚀 in PyTorch > ONNX > CoreML > TFLite,Python,,,False,True,,,,,15.0,5262.0,1382.0,5031.0
alexhernandezgarcia/gflownet,,,2021-04-13T16:19:47Z,,Jupyter Notebook,,,False,True,,,,,6.0,2.0,271.0,10287.0
DanielGlickmanTAU/summary_rogue_optimize,,,2020-05-31T21:01:35Z,,Python,,,False,True,,,,,2.0,5.0,601.0,81.0
RonBanner/Deep-learning,,,2021-05-26T14:52:01Z,An end-to-end implementation of intent prediction with Metaflow and other cool tools,Python,,,False,True,,,,,6.0,647.0,24530.0,652.0
honguyenhaituan/Attack-Yolov5,,,2020-01-16T00:32:54Z,,Python,,,False,True,,,,,2.0,3.0,1207.0,62303.0
RichardVelder/Jukebox,,,2020-06-01T14:14:29Z,"Implementation of Hang et al. 2020 ""Hyperspectral Image Classification with Attention Aided CNNs"" for tree species prediction ",Python,,,False,True,,,,,3.0,82.0,124.0,287832.0
labmlai/labml,,,2019-05-03T23:41:52Z,"A simple, flexible, pytorch training loop.",Python,,,False,True,,,,,2.0,2.0,1284.0,4944.0
wirenjoel/jukebox,,,2018-02-14T05:13:35Z,Tools and utilities to enable loading data and building graph applications with Amazon Neptune.,Java,,,False,True,,,,,27.0,260.0,128.0,2044.0
ohsu-comp-bio/Galaxy-ML,,,2021-04-14T09:43:55Z,A collection of Korean Text Datasets ready to use using Tensorflow-Datasets.,Python,,,False,True,,,,,2.0,21.0,271.0,342.0
xuezhou1998/new_pytorch,,,2018-07-06T08:03:02Z,The MacGraph network. An attempt to get MACnets running on graph knowledge,Python,,,False,True,,,,,3.0,114.0,26548.0,825.0
MJLagerwerf/nn_fdk,,,2021-03-28T03:11:06Z,Self-Supervised Pillar Motion Learning for Autonomous Driving (CVPR 2021),Python,,,False,True,,,,,2.0,106.0,561.0,24156.0
alxthm/S3R,,,2020-08-05T15:29:37Z,,Python,,,False,True,,,,,4.0,4.0,118.0,403634.0
cc-ai/climategan,,,2022-05-11T03:39:52Z,,Python,,,False,True,,,,,3.0,5.0,1843.0,59.0
JaeDukSeo/Daily-Neural-Network-Practice-2,,,2019-11-18T18:42:37Z,Cookiecutter for evaluating algorithms and training models in nussl,Jupyter Notebook,,,False,True,,,,,3.0,5.0,31237.0,10885.0
catalyst-team/catalyst,,,2022-08-29T15:53:29Z,"This repo contains reference implementations, tutorials, samples, and documentation for working with Bosch AIShield",Jupyter Notebook,,,False,True,,,,,6.0,2.0,1698.0,31114.0
dstein64/pyfms,,,2019-05-09T08:08:24Z,A framework based on Tensorflow for running variational Monte-Carlo simulations of quantum many-body systems.,Python,,,True,True,,,,,2.0,37.0,107.0,11024.0
TWSFar/CRGNet,,,2020-08-20T14:48:48Z,A set of documented functions for supporting operations research of photovoltaic energy systems. ,Python,,,False,True,,,,,6.0,8.0,274.0,35499.0
ggiuffre/tf-lyrics,,,2020-08-02T12:16:04Z,,Python,,,False,True,,,,,30.0,2.0,100.0,63221.0
flaneur-ml/auto-features-extraction-for-RL,,,2018-02-03T09:45:18Z,Finding the most similar textual documents using Case-Based Reasoning,Python,,,False,True,,,,,2.0,3.0,152.0,20316.0
aviresler/antique-gen,,,2019-07-29T09:49:33Z,,Python,,,False,True,,,,,5.0,3.0,123.0,230.0
noopurdhawan/transformers,,,2020-12-26T00:12:53Z,IIRC: Incremental Implicitly Refined Classification,Python,,,False,True,,,,,2.0,27.0,5488.0,6601.0
zuowang/mxnet,,,2021-08-18T13:42:04Z,,Python,,,False,True,,,,,7.0,3.0,4237.0,976.0
craftmine1000/jukebox-saveopt,,,2015-03-17T16:00:20Z,Deep Learning GPU Training System,HTML,,,False,True,,,,,30.0,4082.0,165.0,51154.0
markusfleck/transformers-mirror,,,2018-12-19T23:59:59Z,"Segregation Measurement, Inferential Statistics, and Decomposition Analysis",Jupyter Notebook,,,False,True,,,,,2.0,96.0,5942.0,145555.0
onehahaha756/yolov5_ship_detection,,,2018-05-20T15:01:10Z,,Python,,,False,True,,,,,2.0,7.0,1215.0,21.0
Allen8838/Data-Science-Projects,,,2016-08-20T21:09:06Z,"Source code for our ECCV16 paper, Face Detection with End-to-End Integration of a ConvNet and a 3D Model",C++,,,,False,,,,,2.0,133.0,286.0,15858.0
arthurmensch/modl,,,2021-04-14T14:48:28Z,utilities for EREMUS dataset,Python,,,False,True,,,,,4.0,2.0,401.0,352.0
dmatrix/spark-saturday,,,2019-11-01T18:00:56Z,,Python,,,False,True,,,,,30.0,17.0,195.0,78232.0
dogballlee/road_2_machine_learning,,,2018-10-16T03:44:20Z,NLU task (sentence semantics matching and classification) in tensorflow with simple software architecture.,Python,,,False,True,,,,,4.0,3.0,149.0,35858.0
ayushkarnawat/profit,,,2012-11-28T16:24:31Z,LambdaMart python implementation,Python,,,False,True,,,,,10.0,72.0,285.0,136.0
ximitiejiang/deep_learning_algorithm,,,2019-01-30T19:23:07Z,"Hands-On Serverless Deep Learning with TensorFlow and AWS Lambda, published by Packt",Python,,,False,True,,,,,4.0,15.0,208.0,138191.0
balister/pytorch,,,2022-04-18T12:13:46Z,,Python,,,False,True,,,,,30.0,149.0,41441.0,13646.0
ferraric/CloudCoveragePrediction,,,2020-02-19T00:54:15Z,,Python,,,False,True,,,,,2.0,2.0,129.0,631.0
unimauro/Courses,,,2021-03-09T15:01:22Z,This is the repository for the AAAI 2021 paper: Learning Branching Heuristic for Propositional Model Counting (https://www.aaai.org/AAAI21Papers/AAAI-10022.VaezipoorP.pdf),Python,,,False,True,,,,,2.0,5.0,271.0,375203.0
dmatrix/misc-code,,,2020-06-09T17:07:15Z,Basic Neptune module,HCL,,,False,True,,,,,4.0,3.0,424.0,113.0
juanjo3ns/mineRL,,,2017-08-22T13:55:27Z,Learning to create Machine Learning Algorithms,Python,,,False,True,,,,,2.0,293.0,170.0,11362.0
ludwig-ai/ludwig,,,2021-05-10T03:58:00Z,"Code for the paper ""UnNatural Language Inference"" to appear at ACL 2021 (Long Paper)",Python,,,False,True,,,,,2.0,32.0,3410.0,3525.0
sky660099/mopeye,,,2020-04-11T20:21:50Z,Generates handwritten pages from given input text!,Python,,,False,True,,,,,2.0,35.0,22394.0,47989.0
garyd203/flying-circus,,,2019-12-31T12:25:05Z,A one-stop repository for low-code easily-installable object detection pipelines.,Jupyter Notebook,,,False,True,,,,,2.0,565.0,494.0,267138.0
jamesborg46/robust_rewards_from_preferences,,,2019-11-27T21:13:14Z,Neural network classifier for Raman spectral data using TensorFlow,Python,,,False,True,,,,,30.0,2.0,112.0,114350.0
splicemachine/ml-workflow,,,2019-05-14T01:33:11Z,"D-VAE: A Variational Autoencoder for Directed Acyclic Graphs, NeurIPS 2019",Python,,,True,True,,,,,30.0,103.0,562.0,13661.0
Piyushak/yolov5,,,2018-09-26T04:51:10Z,Recalling node properties from a knowledge graph,Python,,,False,True,,,,,30.0,19.0,1434.0,93.0
zzsza/TIL,,,2021-10-05T07:16:51Z,StyleGAN BigGAN for Motorbike Generation,Python,,,False,True,,,,,21.0,3.0,237.0,596.0
tensorflow/profiler,,,2020-06-06T15:41:19Z,sgnn reproduce,Python,,,False,True,,,,,2.0,3.0,467.0,4963.0
coldenheart/123,,,2019-10-15T10:44:29Z,This is a repository designed to be my portable workstation. I can use it on a CPU or GPU machine and is meant for development and training. It contains docker files for environment setup and links to other repositories that can be downloaded inside.,Jupyter Notebook,,,False,True,,,,,2.0,4.0,4078.0,119397.0
skylooop/CYLo_cards-Detection,,,2018-04-17T16:05:02Z,Optical music recognition in TensorFlow,Python,,,False,True,,,,,2.0,312.0,2566.0,3050.0
Boilevin/AzuritBer,,,2020-02-24T02:01:00Z,,Python,,,False,True,,,,,30.0,10.0,161.0,131733.0
florpi/GaHaCo,,,2022-03-30T03:14:38Z," On Uncertainty, Tempering, and Data Augmentation in Bayesian Classification",Jupyter Notebook,,,False,True,,,,,2.0,18.0,155.0,23743.0
eracah/supervise-thyself,,,2020-02-10T18:51:59Z,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and TensorFlow code in a local environment to distributed training in the cloud.,Python,,,False,True,,,,,30.0,345.0,245.0,1855.0
TNPKpenguin/Pig,,,2017-10-31T03:35:44Z,"This project used a combination of an N-Gram tagger, a Bayesian classifier, and a decision tree to determine the correct pronunciation of heteronyms (words that are spelled the same but pronounced differently, i.e. ""lead"") for text-to-speech implementations.",Python,,,,False,,,,,2.0,2.0,2329.0,40975.0
sendilk/ml-class,,,2022-03-11T13:26:35Z,Monocular Depth Estimation Toolbox based on MMSegmentation.,Python,,,False,True,,,,,3.0,603.0,293.0,6492.0
FordyceLab/tessellate,,,2017-12-15T06:17:48Z,『Python機械学習プログラミング』サンプルコード,Jupyter Notebook,,,False,True,,,,,12.0,2.0,208.0,158036.0
PB12203006/Largedata,,,2019-08-09T13:14:51Z,Code implementation of Data Efficient Stagewise Knowledge Distillation paper.,Jupyter Notebook,,,False,True,,,,,3.0,114.0,104.0,136996.0
deepcam-cn/yolov5-face,,,2021-05-28T19:52:11Z,"Apuração automatizada de sobrepreço em compras públicas (orçamentos, contratos e atas de registro de preços). Módulo ML.",Jupyter Notebook,,,False,True,,,,,30.0,2.0,131.0,74109.0
ederchy/Databrick-MLOPS-git-integration,,,2019-08-22T22:15:43Z,Humble microlibrary / command line tool for summarizing data within Weights and Biases across runs.,Python,,,False,True,,,,,2.0,15.0,694.0,17.0
CSID-DGU/2022-2-SCS4031-9to6,,,2016-01-25T11:42:43Z,Python code for analysing Brains (electrophysiology stuff),Python,,,False,True,,,,,3.0,3.0,1172.0,2371.0
microns-ariadne/runet_code,,,2020-09-22T18:59:23Z,,Python,,,False,True,,,,,3.0,13.0,178.0,864.0
eqasim-org/california,,,2020-04-19T14:12:23Z,handwritten text recognition with mxnet and gluon. Thanks to https://pythonawesome.com/handwritten-text-recognition-ocr-with-mxnet-gluon/,Jupyter Notebook,,,False,True,,,,,2.0,6.0,6044.0,123450.0
thanhtonvk/AIPlatfrom,,,2020-12-13T00:38:44Z,"Paper, code, data, and supplementary material for our paper ""On the Softmax Bottleneck of Recurrent Language Models"", which got accepted at the main track of AAAI 2021.",Python,,,False,True,,,,,30.0,2.0,21986.0,16661.0
mesakh123/imagepredict,,,2020-06-01T08:12:40Z,信用违约风险判断 xgboost,Python,,,False,True,,,,,5.0,2.0,738.0,9.0
Shivanshu-Gupta/raytune-comet-examples,,,2020-12-01T13:36:07Z,Test repo for github actions workflows,Python,,,False,True,,,,,5.0,2.0,203.0,104976.0
Aminullah6264/Activity_Rec_ML-LSTM,,,2021-11-30T00:35:18Z,,Jupyter Notebook,,,False,True,,,,,4.0,11.0,831.0,4772.0
Manjunatha1997/python_programs,,,2021-01-16T15:37:28Z,"Python web app built using Flask, Keras, and Tensorflow to predict the outcome of any given NBA game. Built for HTNE 2021.",Python,,,False,True,,,,,2.0,3.0,909.0,640.0
utisetur/russian_superglue_task,,,2021-01-05T10:29:57Z,,Jupyter Notebook,,,False,True,,,,,2.0,4.0,9050.0,49017.0
kyper999/Theano,,,2017-03-08T12:52:10Z,"Code for the ""Grammar Variational Autoencoder"" https://arxiv.org/abs/1703.01925",Python,,,False,True,,,,,30.0,250.0,163.0,129267.0
wararaki718/scrapbox,,,2021-06-07T21:07:15Z,,Python,,,False,True,,,,,3.0,4.0,2831.0,1685.0
LinirZamir/YOLOv5-VisualInspection,,,2015-10-21T04:47:28Z,,Python,,,False,True,,,,,5.0,4.0,2329.0,42512.0
T-Sumida/mlflow_example,,,2017-12-01T03:49:08Z,Vietnamese Sentiment Analysis,Python,,,False,True,,,,,6.0,17.0,163.0,998259.0
Brindha-m/Leafine,,,2022-06-09T06:56:46Z,,Python,,,False,True,,,,,3.0,4.0,188.0,23015.0
kazukiyo17/AIProject,,,2022-08-23T16:36:36Z,,Python,,,False,True,,,,,4.0,3.0,1218.0,28523.0
defaultobject/sdem,,,2022-04-10T04:11:07Z,,Python,,,False,True,,,,,2.0,2.0,562.0,5.0
dianingty-tkp/shopee_ndsc,,,2018-10-20T21:24:57Z,https://beta.mxnet.io/,R,,,False,True,,,,,30.0,13.0,3439.0,70475.0
GoGoGodeep/Bone-age-detection-based-on-YOLOv5-and-ResNet,,,2020-02-09T04:36:36Z,Experiment management with Hydra and MLflow,Python,,,,False,,,,,4.0,13.0,401.0,7.0
airqo-platform/calibration,,,2022-03-14T10:32:49Z,"Implementation of the work ""Closing the Loop: A Framework for Trustworthy Machine Learning in Power Systems"" submitted to IREP 2022",Python,,,,False,,,,,4.0,2.0,4723.0,12283.0
9harshit/Breast-Cancer-Detect-Using-ANN,,,2022-02-06T11:47:56Z,TFLEX: Temporal Feature-Logic Embedding Framework for Complex Reasoning over Temporal Knowledge Graph,Python,,,False,True,,,,,30.0,5.0,1599.0,30216.0
synbioks/Text-Mining-NLP,,,2019-09-19T18:25:12Z,Simple example showing how to integrate Ray parallelization with the Sacred experiment framework,Python,,,False,True,,,,,2.0,6.0,334.0,61.0
Pamikk/rev-seg-mia,,,2016-10-25T19:38:30Z,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a toolkit of libraries (Ray AIR) for accelerating ML workloads.,Python,,,False,True,,,,,4.0,24811.0,605.0,288400.0
AshwinBalaji52/Personality-Detection-using-Handwriting,,,2018-09-27T22:49:27Z,A toolbox for worst-case validation of autonomous policies,Python,,,False,True,,,,,30.0,33.0,816.0,82803.0
AnujMahajanOxf/MAVEN,,,2022-03-02T01:43:35Z,"code for ""FLEX: Feature-Logic Embedding Framework for CompleX Knowledge Graph Reasoning""",Python,,,False,True,,,,,2.0,3.0,772.0,8873.0
Nikii1118/CS5590-Python-DL-Session2,,,2019-06-10T07:44:36Z,Indonesian word embedding evaluation,Python,,,False,True,,,,,2.0,13.0,132.0,16.0
wahyu-adi-n/garbage-mlflow-tracking,,,2019-05-17T07:49:09Z,Contribute to ChinaMM 2019,Python,,,False,True,,,,,30.0,2.0,187.0,63978.0
MoeinSorkhei/MoCo,,,2019-10-02T18:48:13Z,,Jupyter Notebook,,,False,True,,,,,30.0,2.0,271.0,23975.0
Erlemar/wheat,,,2019-11-11T18:35:53Z,Companion repo to DeepForest for training large models from DeepForest python package.,Python,,,False,True,,,,,2.0,2.0,147.0,28091.0
mlco2/codecarbon,,,2018-07-23T15:19:19Z,,Jupyter Notebook,,,False,True,,,,,3.0,5.0,148.0,455576.0
faqih-ar/Game-Retail,,,2022-04-05T05:15:55Z,,Python,,,False,True,,,,,4.0,2.0,602.0,15490.0
gufengxiaoyuehan/mlflow_kubernetes,,,2022-12-16T00:23:05Z,Open source contributions for integrations with comet_ml,Python,,,False,True,,,,,4.0,3.0,106.0,39.0
activeloopai/deeplake,,,2019-08-09T06:17:59Z,"Data Lake for Deep Learning. Build, manage, query, version, & visualize datasets. Stream data real-time to PyTorch/TensorFlow. https://activeloop.ai ",Python,,,False,True,,,,,30.0,5298.0,2203.0,64822.0
sony/nnabla-nas,,,2020-06-15T07:38:25Z,Neural Architecture Search for Neural Network Libraries,Python,,,False,True,,,,,14.0,36.0,914.0,175864.0
Ajyy/espnet,,,2022-04-24T05:27:44Z,,Python,,,False,True,,,,,30.0,2.0,14805.0,328762.0
minerva-ml/minerva-training-materials,,,2017-12-11T14:41:19Z,"Learn advanced data science on real-life, curated problems",Jupyter Notebook,,,True,True,,,,,8.0,44.0,103.0,68581.0
openai/jukebox,,,2020-04-29T17:16:12Z,"Code for the paper ""Jukebox: A Generative Model for Music""",Python,,,False,True,,,,,7.0,6411.0,124.0,2810.0
EricCousineau-TRI/repro,,,2017-04-03T20:19:28Z,Simple area to test out concepts or try to reproduce isolated issues in Drake.,Jupyter Notebook,,,False,True,,,,,3.0,21.0,2233.0,12377.0
labmlai/labml,,,2018-11-16T09:34:48Z,🔎 Monitor deep learning model training and hardware usage from your mobile phone 📱,Jupyter Notebook,,,False,True,,,,,7.0,1298.0,1284.0,105086.0
stared/livelossplot,,,2018-03-10T17:51:43Z,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others",Python,,,False,True,,,,,15.0,1237.0,330.0,1838.0
declare-lab/conv-emotion,,,2018-10-31T23:54:41Z,This repo contains implementation of different architectures for emotion recognition in conversations.,Python,,,False,True,,,,,8.0,1088.0,293.0,769355.0
Lightning-Universe/Training-Studio_app,,,2022-05-02T20:23:17Z,Lightning HPO & Training Studio App,Python,,,True,True,,,,,17.0,14.0,413.0,13098.0
awslabs/amazon-neptune-tools,,,2018-02-14T05:13:35Z,Tools and utilities to enable loading data and building graph applications with Amazon Neptune.,Java,,,False,True,,,,,27.0,262.0,428.0,2044.0
deepcam-cn/yolov5-face,,,2021-04-26T06:55:59Z,YOLO5Face: Why Reinventing a Face Detector (https://arxiv.org/abs/2105.12931)       ECCV Workshops 2022),Python,,,False,True,,,,,13.0,1521.0,131.0,10233.0
aCLImatise/BaseCamp,,,2020-05-07T15:28:08Z,A repository of bioinformatics tool definitions generated by aCLImatise,,,,False,True,,,,,2.0,2.0,139.0,524618.0
SamirMoustafa/auto-features-extraction-for-RL,,,2020-05-26T16:50:04Z,Features Extraction using Autoencoders for Reinforcement Learning Tasks,Jupyter Notebook,,,False,True,,,,,6.0,2.0,152.0,198432.0
freelunchtheorem/Conditional_Density_Estimation,,,2017-12-18T17:52:01Z,Package implementing various parametric and nonparametric methods for conditional density estimation,Python,,,False,True,,,,,4.0,153.0,698.0,10697.0
Raalsky/neptune-f1,,,2021-11-02T15:01:24Z,Neptune.ai integration for F1 2021 telemetry,Python,,,False,True,,,,,3.0,2.0,234.0,229.0
TomaszOdrzygozdz/gym-splendor,,,2019-10-11T23:52:27Z,The environment for the ,Python,,,False,True,,,,,3.0,2.0,306.0,12893.0
flyteorg/flytesnacks,,,2019-10-17T18:32:26Z,Flyte Documentation 📖,Jupyter Notebook,,,False,True,,,,,30.0,52.0,545.0,37944.0
Tessellate-Imaging/Monk_Object_Detection,,,2019-12-31T12:25:05Z,A one-stop repository for low-code easily-installable object detection pipelines.,Jupyter Notebook,,,False,True,,,,,13.0,565.0,772.0,267145.0
AHNU2019/mmcv_ROCM,,,2020-07-14T04:08:29Z,mmcv with AMD ROCM support.,Python,,,False,True,,,,,30.0,3.0,451.0,5917.0
